mean_valence;song_id;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3.9;1;76.688;-4.1104;1.6306;2.0375;0.27399;-0.27721;0.70225;-0.78122;-0.05313;-0.099906;0.42584;0.24491;0.42456;0.49741;0.1694;0.24915;0.020043;-0.36258;-0.43927;-0.20541;3219.8;19.378;7150.1;0.49104;0.00095889;0.0055151;0.001294;0.00035192;0.00019302;7.1709e-05;3.4696e-05;0.022258;0.029978;0.014873;0.0073151;0.0091937;0.0054451;0.0037054;0.11879;0.010227;0.046401;0.038868;0.035108;0.13952;0.021404;0.084625;0.016642;0.053498;0.032385;0.020082
3.3;3;50.843;2.6185;-1.1766;1.2436;-0.066905;1.9105;0.61603;1.3644;1.0591;0.26033;-0.31771;0.0069447;0.596;0.78535;0.66121;-0.50973;-0.90803;-0.78378;0.27914;0.16533;898.21;10.921;1837.2;0.14039;0.024753;0.0063469;0.0009208;0.00033809;0.00010348;2.7386e-05;1.4094e-05;0.1003;0.03781;0.0088928;0.0081624;0.0035235;0.0022536;0.00056628;0.010188;0.0075706;0.025255;0.011082;0.0061758;0.0079884;0.0093753;0.025005;0.0050666;0.012488;0.01165;0.0082817
5.5;4;68.877;1.2791;-3.2652;3.426;1.5929;0.044076;-0.44577;-0.51329;-0.81426;0.13459;0.35887;-0.58692;-0.57055;-0.51776;0.22935;0.76969;0.1491;-0.74801;0.32873;0.29327;1582.3;18.807;3147.8;0.23453;0.0070966;0.0062429;0.0012593;0.00047254;0.00021574;3.3257e-05;1.3783e-05;0.05213;0.031288;0.023313;0.012744;0.012909;0.0024066;0.0010271;0.16445;0.01147;0.053815;0.050108;0.040273;0.052757;0.020405;0.14955;0.0080623;0.017482;0.060417;0.012078
5.3;5;66.72;4.9639;0.99476;1.747;-1.5292;0.11989;-0.17956;-0.13892;-0.4974;0.4453;-0.017884;0.63008;0.21559;0.24556;0.057377;0.1857;-0.64345;-0.10126;-0.17826;0.27619;1517.2;13.847;2947.2;0.19614;0.00045109;0.011057;0.0024944;0.00032663;0.0001101;2.6443e-05;1.1807e-05;0.026746;0.051685;0.031467;0.016748;0.0069338;0.0035541;0.0011262;0.016109;0.065747;0.16939;0.0098909;0.11899;0.015349;0.12785;0.044287;0.032423;0.18378;0.015056;0.064252
4.4;6;84.331;-2.76;-1.6123;1.6335;-1.5944;-0.26833;-0.60949;1.6422;0.13263;0.0018074;-0.29249;0.0089727;0.1095;0.34772;-0.56667;-0.80126;0.30994;0.074131;-0.49182;-0.11305;2171.8;30.38;4277.8;0.2849;0.00072684;0.0047397;0.0016764;0.00050581;0.00026507;6.2978e-05;1.0346e-05;0.02359;0.024583;0.014358;0.015008;0.015646;0.007577;0.0012659;0.1533;0.13656;0.1758;0.14731;0.05941;0.34391;0.037707;0.074703;0.16574;0.095757;0.27013;0.067735
6.4;7;60.426;0.63039;2.2745;1.6418;1.8038;1.599;0.87296;-0.089016;-0.55702;-0.26837;-0.12479;0.06536;0.07944;0.033171;0.06388;0.34036;0.48552;0.66709;0.35828;0.5451;1078.5;18.653;2314;0.19214;0.0084949;0.0062335;0.00082078;0.00028551;0.00011514;5.0649e-05;1.6238e-05;0.112;0.047521;0.013799;0.0037961;0.0022749;0.0014748;0.00076607;0.012343;0.023004;0.061881;0.012709;0.005111;0.025259;0.012543;0.015615;0.017521;0.0086636;0.029066;0.005498
4.7;10;48.101;6.1884;-2.6245;2.1704;-0.21967;-0.73339;0.8845;0.48866;-0.293;0.2673;0.79639;-0.38827;-0.076014;0.055888;-0.33628;0.024477;0.26526;0.061421;-0.66137;-0.28107;1423.8;5.5177;2835.4;0.17214;0.0073648;0.0067613;0.001264;0.00030095;9.7347e-05;2.6293e-05;1.7865e-05;0.037589;0.043522;0.030368;0.023966;0.014881;0.0022334;0.00086231;0.049209;0.015008;0.017404;0.039543;0.021971;0.047549;0.014573;0.046583;0.0078919;0.028752;0.028955;0.0050257
4.2;11;49.079;8.3275;-2.711;4.2977;0.36327;-0.39587;0.95588;1.31;0.060752;0.40149;-1.0152;0.40015;-0.066274;-1.5837;1.0517;0.23122;0.32566;0.7471;0.78557;-0.68447;911.84;6.2708;1752;0.1007;0.0065589;0.0096578;0.001685;0.00038573;0.000121;1.3117e-05;8.03e-06;0.043651;0.086418;0.024968;0.011463;0.0074735;0.0013699;0.00045091;0.03534;0.022537;0.012301;0.054008;0.0091323;0.0048212;0.016247;0.0086055;0.043072;0.0053378;0.021819;0.020317
5.8;12;67.881;0.93994;2.6026;2.0371;0.94126;-0.0023086;0.43713;0.33806;0.048132;0.50306;-0.016485;-0.29053;-0.23041;0.36624;-0.56324;-0.10057;0.13386;0.089364;0.54276;-0.20844;1935.5;20.933;4279;0.3117;0.003331;0.0083395;0.0014881;0.00037378;0.00017047;5.7191e-05;2.3009e-05;0.050395;0.059209;0.018501;0.0072772;0.0036116;0.0027907;0.0016747;0.048385;0.048446;0.017378;0.052807;0.021514;0.028514;0.035312;0.015679;0.084077;0.025735;0.05377;0.017778
4;13;58.981;3.4268;1.0546;2.2659;-0.91495;1.1639;0.28035;0.39768;0.32098;0.017815;-0.4775;-0.046145;0.1821;0.031617;0.16023;0.49022;-0.60862;-0.31023;-0.85965;-0.22542;1418.3;9.8182;2774.8;0.18029;0.00065215;0.0079636;0.0012219;0.00025839;0.00010296;2.6204e-05;1.2157e-05;0.071018;0.051993;0.026101;0.012579;0.0059328;0.0036443;0.0012236;0.025188;0.063692;0.01356;0.068476;0.0065684;0.057761;0.089835;0.010873;0.055313;0.01629;0.073249;0.01212
6.3;14;63.971;3.3413;-1.5044;1.5374;0.23143;1.0225;0.037812;0.29674;-0.60407;-0.85828;0.11037;0.54286;0.14844;-0.20605;-0.31109;-0.35483;-0.45705;-0.10244;0.84937;1.2898;1239.3;13.952;2520.5;0.18143;0.0037608;0.0070247;0.0017694;0.00049153;0.00012309;2.871e-05;1.1063e-05;0.053606;0.044546;0.025897;0.012767;0.0071332;0.0031055;0.000659;0.098872;0.014957;0.044566;0.015727;0.036604;0.03636;0.0086969;0.085188;0.0078928;0.041879;0.025534;0.020255
