rowID,prediction
384,0.3745401188473625
385,0.9507143064099162
386,0.7319939418114051
387,0.5986584841970366
388,0.15601864044243652
389,0.15599452033620265
390,0.05808361216819946
391,0.8661761457749352
392,0.6011150117432088
393,0.7080725777960455
394,0.020584494295802447
395,0.9699098521619943
396,0.8324426408004217
397,0.21233911067827616
398,0.18182496720710062
399,0.18340450985343382
400,0.3042422429595377
401,0.5247564316322378
402,0.43194501864211576
403,0.2912291401980419
404,0.6118528947223795
405,0.13949386065204183
406,0.29214464853521815
407,0.3663618432936917
408,0.45606998421703593
409,0.7851759613930136
410,0.19967378215835974
411,0.5142344384136116
412,0.5924145688620425
413,0.046450412719997725
414,0.6075448519014384
415,0.17052412368729153
416,0.06505159298527952
417,0.9488855372533332
418,0.9656320330745594
419,0.8083973481164611
420,0.3046137691733707
421,0.09767211400638387
422,0.6842330265121569
423,0.4401524937396013
424,0.12203823484477883
425,0.4951769101112702
426,0.034388521115218396
427,0.9093204020787821
428,0.2587799816000169
429,0.662522284353982
430,0.31171107608941095
431,0.5200680211778108
432,0.5467102793432796
433,0.18485445552552704
434,0.9695846277645586
435,0.7751328233611146
436,0.9394989415641891
437,0.8948273504276488
438,0.5978999788110851
439,0.9218742350231168
440,0.0884925020519195
441,0.1959828624191452
442,0.045227288910538066
443,0.32533033076326434
444,0.388677289689482
445,0.2713490317738959
446,0.8287375091519293
447,0.3567533266935893
448,0.28093450968738076
449,0.5426960831582485
450,0.14092422497476265
451,0.8021969807540397
452,0.07455064367977082
453,0.9868869366005173
454,0.7722447692966574
455,0.1987156815341724
456,0.005522117123602399
457,0.8154614284548342
458,0.7068573438476171
459,0.7290071680409873
460,0.7712703466859457
461,0.07404465173409036
462,0.3584657285442726
463,0.11586905952512971
464,0.8631034258755935
465,0.6232981268275579
466,0.3308980248526492
467,0.06355835028602363
468,0.3109823217156622
469,0.32518332202674705
470,0.7296061783380641
471,0.6375574713552131
472,0.8872127425763265
473,0.4722149251619493
474,0.1195942459383017
475,0.713244787222995
476,0.7607850486168974
477,0.5612771975694962
478,0.770967179954561
479,0.49379559636439074
864,0.5227328293819941
865,0.42754101835854963
866,0.02541912674409519
867,0.10789142699330445
868,0.03142918568673425
869,0.6364104112637804
870,0.3143559810763267
871,0.5085706911647028
872,0.907566473926093
873,0.24929222914887494
874,0.41038292303562973
875,0.7555511385430487
876,0.22879816549162246
877,0.07697990982879299
878,0.289751452913768
879,0.16122128725400442
880,0.9296976523425731
881,0.808120379564417
882,0.6334037565104235
883,0.8714605901877177
884,0.8036720768991145
885,0.18657005888603584
886,0.8925589984899778
887,0.5393422419156507
888,0.8074401551640625
889,0.8960912999234932
890,0.3180034749718639
891,0.11005192452767676
892,0.22793516254194168
893,0.4271077886262563
894,0.8180147659224931
895,0.8607305832563434
896,0.006952130531190703
897,0.5107473025775657
898,0.417411003148779
899,0.22210781047073025
900,0.1198653673336828
901,0.33761517140362796
902,0.9429097039125192
903,0.32320293202075523
904,0.5187906217433661
905,0.7030189588951778
906,0.363629602379294
907,0.9717820827209607
908,0.9624472949421112
909,0.25178229582536416
910,0.49724850589238545
911,0.30087830981676966
912,0.2848404943774676
913,0.036886947354532795
914,0.6095643339798968
915,0.5026790232288615
916,0.05147875124998935
917,0.27864646423661144
918,0.9082658859666537
919,0.23956189066697242
920,0.1448948720912231
921,0.489452760277563
922,0.9856504541106007
923,0.2420552715115004
924,0.6721355474058786
925,0.7616196153287176
926,0.23763754399239967
927,0.7282163486118596
928,0.3677831327192532
929,0.6323058305935795
930,0.6335297107608947
931,0.5357746840747585
932,0.0902897700544083
933,0.835302495589238
934,0.32078006497173583
935,0.18651851039985423
936,0.040775141554763916
937,0.5908929431882418
938,0.6775643618422824
939,0.016587828927856152
940,0.512093058299281
941,0.22649577519793795
942,0.6451727904094499
943,0.17436642900499144
944,0.690937738102466
945,0.3867353463005374
946,0.9367299887367345
947,0.13752094414599325
948,0.3410663510502585
949,0.11347352124058907
950,0.9246936182785628
951,0.877339353380981
952,0.2579416277151556
953,0.659984046034179
954,0.8172222002012158
955,0.5552008115994623
956,0.5296505783560065
957,0.24185229090045168
958,0.09310276780589921
959,0.8972157579533268
1344,0.9004180571633305
1345,0.6331014572732679
1346,0.3390297910487007
1347,0.3492095746126609
1348,0.7259556788702394
1349,0.8971102599525771
1350,0.8870864242651173
1351,0.7798755458576239
1352,0.6420316461542878
1353,0.08413996499504883
1354,0.16162871409461377
1355,0.8985541885270792
1356,0.6064290596595899
1357,0.009197051616629648
1358,0.1014715428660321
1359,0.6635017691080558
1360,0.005061583846218687
1361,0.16080805141749865
1362,0.5487337893665861
1363,0.6918951976926933
1364,0.6519612595026005
1365,0.22426930946055978
1366,0.7121792213475359
1367,0.23724908749680007
1368,0.3253996981592677
1369,0.7464914051180241
1370,0.6496328990472147
1371,0.8492234104941779
1372,0.6576128923003434
1373,0.5683086033354716
1374,0.09367476782809248
1375,0.3677158030594335
1376,0.26520236768172545
1377,0.24398964337908358
1378,0.9730105547524456
1379,0.3930977246667604
1380,0.8920465551771133
1381,0.6311386259972629
1382,0.7948113035416484
1383,0.5026370931051921
1384,0.5769038846263591
1385,0.4925176938188639
1386,0.1952429877980445
1387,0.7224521152615053
1388,0.2807723624408558
1389,0.02431596643145384
1390,0.6454722959071678
1391,0.17711067940704894
1392,0.9404585843529143
1393,0.9539285770025874
1394,0.9148643902204485
1395,0.3701587002554444
1396,0.015456616528867428
1397,0.9283185625877254
1398,0.42818414831731433
1399,0.9666548190436696
1400,0.9636199770892528
1401,0.8530094554673601
1402,0.2944488920695857
1403,0.38509772860192526
1404,0.8511366715168569
1405,0.31692200515627766
1406,0.1694927466860925
1407,0.5568012624583502
1408,0.936154774160781
1409,0.696029796674973
1410,0.570061170089365
1411,0.09717649377076854
1412,0.6150072266991697
1413,0.9900538501042633
1414,0.14008401523652403
1415,0.5183296523637367
1416,0.8773730719279554
1417,0.7407686177542044
1418,0.697015740995268
1419,0.7024840839871093
1420,0.35949115121975517
1421,0.29359184426449336
1422,0.8093611554785136
1423,0.8101133946791808
1424,0.8670723185801037
1425,0.9132405525564713
1426,0.5113423988609378
1427,0.5015162946871996
1428,0.7982951789667752
1429,0.6499639307777652
1430,0.7019668772577033
1431,0.795792669436101
1432,0.8900053418175663
1433,0.3379951568515358
1434,0.375582952639944
1435,0.093981939840869
1436,0.578280140996174
1437,0.035942273796742086
1438,0.46559801813246016
1439,0.5426446347075766
1824,0.2865412521282844
1825,0.5908332605690108
1826,0.03050024993904943
1827,0.03734818874921442
1828,0.8226005606596583
1829,0.3601906414112629
1830,0.12706051265188478
1831,0.5222432600548044
1832,0.7699935530986108
1833,0.21582102749684318
1834,0.6228904758190003
1835,0.085347464993768
1836,0.0516817211686077
1837,0.531354631568148
1838,0.5406351216101065
1839,0.6374299014982066
1840,0.7260913337226615
1841,0.9758520794625346
1842,0.5163003483011953
1843,0.32295647294124596
1844,0.7951861947687037
1845,0.2708322512620742
1846,0.4389714207056361
1847,0.07845638134226596
1848,0.02535074341545751
1849,0.9626484146779251
1850,0.8359801205122058
1851,0.695974206093698
1852,0.4089529444142699
1853,0.17329432007084578
1854,0.15643704267108605
1855,0.25024289816459533
1856,0.5492266647061205
1857,0.7145959227000623
1858,0.6601973767177313
1859,0.27993389694594284
1860,0.9548652806631941
1861,0.7378969166957685
1862,0.5543540525114007
1863,0.6117207462343522
1864,0.4196000624277899
1865,0.24773098950115746
1866,0.3559726786512616
1867,0.7578461104643691
1868,0.014393488629755868
1869,0.11607264050691624
1870,0.04600264202175275
1871,0.040728802318970136
1872,0.8554605840110072
1873,0.7036578593800237
1874,0.4741738290873252
1875,0.09783416065100148
1876,0.49161587511683236
1877,0.4734717707805657
1878,0.17320186991001518
1879,0.43385164923797304
1880,0.39850473439737344
1881,0.6158500980522165
1882,0.6350936508676438
1883,0.04530400977204452
1884,0.3746126146264712
1885,0.6258599157142364
1886,0.5031362585800877
1887,0.8564898411883223
1888,0.658693631618945
1889,0.1629344270814297
1890,0.07056874740042984
1891,0.6424192782063156
1892,0.026511310541621813
1893,0.5857755812734633
1894,0.9402302414249576
1895,0.575474177875879
1896,0.3881699262065219
1897,0.6432882184423532
1898,0.45825289049151663
1899,0.5456167893159349
1900,0.9414648087765252
1901,0.38610263780077425
1902,0.9611905638239142
1903,0.9053506419560637
1904,0.19579113478929644
1905,0.06936130087516545
1906,0.10077800137742665
1907,0.018221825651549728
1908,0.0944429607559284
1909,0.6830067734163568
1910,0.07118864846022899
1911,0.3189756302937613
1912,0.8448753109694546
1913,0.023271935735825866
1914,0.8144684825889358
1915,0.28185477477339993
1916,0.11816482762165625
1917,0.6967371653641506
1918,0.628942846779884
1919,0.877472013527053
2304,0.7350710438038858
2305,0.8034809303848486
2306,0.2820345725713065
2307,0.17743954377972282
2308,0.7506147516408583
2309,0.806834739267264
2310,0.9905051420006733
2311,0.4126176769114265
2312,0.37201808579278317
2313,0.7764129607419968
2314,0.34080354025301784
2315,0.9307573256035647
2316,0.8584127518430118
2317,0.42899402737501835
2318,0.7508710677914974
2319,0.7545428740846823
2320,0.10312386883593261
2321,0.9025529066795667
2322,0.5052523724478571
2323,0.8264574661077416
2324,0.32004960103061175
2325,0.8955232284962005
2326,0.3892016787341631
2327,0.01083765148029836
2328,0.9053819764192637
2329,0.09128667678613356
2330,0.31931363759041487
2331,0.9500619670508049
2332,0.9506071469375561
2333,0.5734378881232861
2334,0.6318372121697993
2335,0.44844552197831977
2336,0.29321077169806453
2337,0.32866454536991596
2338,0.6725184560770384
2339,0.75237452943768
2340,0.7915790437258485
2341,0.7896181427945539
2342,0.09120610304869037
2343,0.49442030470258147
2344,0.057558760016644284
2345,0.5495288823237355
2346,0.441530501373377
2347,0.8877041827582998
2348,0.3509150125520787
2349,0.11706701642760586
2350,0.14299168205283586
2351,0.7615106317174722
2352,0.6182180633162611
2353,0.10112267612279024
2354,0.08410680611499743
2355,0.70096913145912
2356,0.07276300636419353
2357,0.8218600592903562
2358,0.7062422271564962
2359,0.08134878064189976
2360,0.08483771408519192
2361,0.9866395785011755
2362,0.3742707957561203
2363,0.3706421470668909
2364,0.8127995672575026
2365,0.9472485773838587
2366,0.9860010638228709
2367,0.7533781852589416
2368,0.37625958553091576
2369,0.08350071669866876
2370,0.7771469159274368
